Subject,Topic,Subtopic,Question,Explanation,Option A,Option B,Option C,Option D,Correct Option
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Which mesh is the most suitable for hernioplasty?,"Correct Options B - APC, k-ras, p53: → Colorectal carcinoma, including colon cancer, is a complex disease involving multiple genetic alterations. The most common gene mutations associated with colon cancer are APC (adenomatous polyposis coli), k-ras (Kirsten rat sarcoma viral oncogene homolog), and p53 (tumor protein p53). → APC mutation: The APC gene plays a crucial role in regulating cell growth and division. Mutations in the APC gene are commonly found in colorectal cancer. These mutations can lead to the development of precancerous polyps (adenomas) in the colon, which can progress to carcinoma over time. → k-ras mutation: The k-ras gene is involved in cell signaling pathways that control cell growth and differentiation. Mutations in the k-ras gene are found in approximately 40% to 50% of colon cancers. These mutations lead to the activation of the K-Ras protein, which contributes to uncontrolled cell growth and tumor formation. → p53 mutation: The p53 gene is a tumor suppressor gene that helps regulate cell division and prevent the formation of cancerous cells. Mutations in the p53 gene are observed in a significant proportion of colon cancers. Loss of normal p53 function allows cells with damaged DNA to survive and proliferate, increasing the risk of cancer development. 1004 Colorectal carcinoma, including colon cancer, is a complex disease involving multiple genetic alteration s. The most common gene mutations associated with colon cancer are APC (adenomatous polyposis c oli), k-ras (Kirsten rat sarcoma viral oncogene homolog), and p53 (tumor protein p53). APC mutation: The APC gene plays a crucial role in regulating cell growth and division. Mutations in th e APC gene are commonly found in colorectal cancer. These mutations can lead to the development of precancerous polyps (adenomas) in the colon, which can progress to carcinoma over time. k-ras mutation: The k-ras gene is involved in cell signaling pathways that control cell growth and differe ntiation. Mutations in the k-ras gene are found in approximately 40% to 50% of colon cancers. These m utations lead to the activation of the K-Ras protein, which contributes to uncontrolled cell growth and tu mor formation. p53 mutation: The p53 gene is a tumor suppressor gene that helps regulate cell division and prevent th e formation of cancerous cells. Mutations in the p53 gene are observed in a significant proportion of col on cancers. Loss of normal p53 function allows cells with damaged DNA to survive and proliferate, incr easing the risk of cancer development.",Heavyweight with small pores,Heavyweight mesh with large pores,Lightweight mesh with small pores,Lightweight mesh with large pores,B
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Which gene mutations are implicated in colon carcinoma?,"Correct Option A - Colon carcinoma: → Immunohistochemistry is a technique used to study the presence and distribution of specific proteins in tissue samples. In this case, the tumor cells are negative for CK 7 (cytokeratin 7) but positive for CK20 (cytokeratin 20) and CDX-1 (caudal type homeobox transcription factor 1). These markers are commonly used to identify the origin of metastatic adenocarcinomas. → The combination of CK 7 (-), CK20 (+), and CDX-1 (+) markers is characteristic of colorectal adenocarcinoma, which originates in the colon or rectum. CK 7 is typically negative in colorectal adenocarcinoma, while CK20 and CDX-1 are often positive. This immunophenotype is seen in the majority of colorectal adenocarcinomas. Immunohistochemistry is a technique used to study the presence and distribution of specific proteins in tissue samples. In this case, the tumor cells are negative for CK 7 (cytokeratin 7) but positive for CK20 (cytokeratin 20) and CDX-1 (caudal type homeobox transcription factor 1). These markers are commo nly used to identify the origin of metastatic adenocarcinomas. The combination of CK 7 (-), CK20 (+), and CDX-1 (+) markers is characteristic of colorectal adenocarc inoma, which originates in the colon or rectum. CK 7 is typically negative in colorectal adenocarcinoma, 1005 while CK20 and CDX-1 are often positive. This immunophenotype is seen in the majority of colorectal adenocarcinomas.","APC, BRCA, k-ras","APC, k-ras, p53","MYh, K-Ras, APC","MYH, p53, DCC",A
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,"Which of the following is the probable source of origin for this metastasis, considering the woman's diagnosis of metastatic liver adenocarcinoma with CK 7 (-), CK20 (+), and CDX-1 (+) IHC markers?","Correct Option B - 1, 2 and 3: Autosomal dominant disease - True Defect in the STK11 gene - The gene STK11 on chromosome 19has been found in a proportion of patients with this condition. Melanin spots on digits and perianal skin - True Autosomal recessive - False as it is autosomal dominant Congenital hypertrophy of retinal pigment epithelium is seen - False",Colon carcinoma,Breast Carcinoma,Pancreatic carcinoma,Ovarian carcinoma,B
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Which of the following statements is correct regarding Peutz-Jeghers syndrome? Autosomal dominant disease Defect in the STK11 gene Melanin spots on digits and perianal skin Autosomal recessive Congenital hypertrophy of retinal pigment epithelium is seen,"Correct Option B - Caecum: → The caecum is the first part of the large intestine or colon. → During a laparotomy, when examining the caecum: If the caecum is distended, it indicates the obstruction is beyond the caecum. If the caecum is collapsed, it suggests the patient is experiencing small bowel obstruction. → If the caecum is distended, it indicates the obstruction is beyond the caecum. → If the caecum is collapsed, it suggests the patient is experiencing small bowel obstruction. The caecum is the first part of the large intestine or colon. During a laparotomy, when examining the caecum: → If the caecum is distended, it indicates the obstruction is beyond the caecum. → If the caecum is collapsed, it suggests the patient is experiencing small bowel obstruction. If the caecum is distended, it indicates the obstruction is beyond the caecum. 1006 If the caecum is collapsed, it suggests the patient is experiencing small bowel obstruction. Incorrect Option: Option A - Ileum: The ileum is a part of the small intestine, and its visualization can provide information about the location of the obstruction within the small bowel. However, it does not specifically differentiat e between small bowel and large bowel obstruction. Option C - Jejunum: The jejunum is also a part of the small intestine. Like the ileum, visualization of the jejunum provides information about the location of the obstruction within the small bowel but does not specifically differentiate between small bowel and large bowel obstruction. Option D - Sigmoid colon: The sigmoid colon is the S-shaped part of the large intestine located just bef ore the rectum. While a sigmoid colon obstruction can cause symptoms of large bowel obstruction, it is not the first organ to visualize for determining whether it is a case of small bowel or large bowel obstruction.","2, 4 and 5","1, 2 and 3","1, 3 and 4","2, 3 and 5",B
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,You are doing an emergency laparotomy for a case of intestinal obstruction. Which organ will you first visualize to know if this is a case of small bowel or large bowel obstruction?,"Correct Option A - Platelet transfusion: → Platelet transfusion is not typically done as a primary intervention for active variceal bleeding. Platelets are not directly involved in the clotting mechanism of variceal bleeding, which is primarily caused by increased portal pressure and vascular wall abnormalities. Platelet transfusion may be considered in cases of concomitant thrombocytopenia or other specific indications but is not a routine intervention for variceal bleeding. Platelet transfusion is not typically done as a primary intervention for active variceal bleeding. Platelets are not directly involved in the clotting mechanism of variceal bleeding, which is primarily caused by inc reased portal pressure and vascular wall abnormalities. Platelet transfusion may be considered in case s of concomitant thrombocytopenia or other specific indications but is not a routine intervention for variceal bleeding. Incorrect Option: Option B - Arrange pRBC: Packed red blood cell transfusion is a crucial intervention in the managemen t of active variceal bleeding. It aims to correct anemia and maintain hemodynamic stability by restoring blood volume and oxygen-carrying capacity. Option C - IV Octreotide: Octreotide is a medication that is frequently used in the management of active variceal bleeding. It is a synthetic soma tostatin analog that reduces splanchnic blood flow and inhibits the release of various vasoactive substa nces, including vasodilatory peptides. IV administration of octreotide helps control bleeding and decrea se portal pressure. Option D - Urgent Endoscopy: Urgent endoscopy is a vital component of the management of active var iceal bleeding. It allows for direct visualization of the bleeding site, identification of high-risk stigmata, a nd the application of endoscopic therapies, such as band ligation or sclerotherapy, to achieve hemosta sis.",Ileum,Caecum,Jejunum,Sigmoid colon,A
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,A patient comes with active variceal bleeding. Which of the following is not done?,"Correct Option B - Acute pancreatitis: 1007 → Grey-Turner's sign is a clinical finding that can be seen in cases of severe acute pancreatitis. It refers to bruising or discoloration around the flanks, specifically the area between the lower ribs and the iliac crest. Grey-Turner's sign is attributed to retroperitoneal hemorrhage or bleeding into the flank area, resulting from pancreatic enzymes and inflammatory mediators damaging blood vessels. It is considered a rare finding but can be observed in severe cases of pancreatitis. Grey-Turner's sign is a clinical finding that can be seen in cases of severe acute pancreatitis. It refers t o bruising or discoloration around the flanks, specifically the area between the lower ribs and the iliac c rest. Grey-Turner's sign is attributed to retroperitoneal hemorrhage or bleeding into the flank area, resul ting from pancreatic enzymes and inflammatory mediators damaging blood vessels. It is considered a rare finding but can be observed in severe cases of pancreatitis.",Platelet transfusion,Arrange pRBC,IV Octreotide,Urgent Endoscopy,B
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Grey-Turner's sign in seen in:,"Correct Option C - Arise from beta cell tumors of the pancreas: 1008 → Zollinger-Ellison syndrome is not caused by beta cell tumors of the pancreas. Instead, it is associated with gastrinomas, which are neuroendocrine tumors derived from the cells that produce gastrin. Gastrinomas can occur in various locations, including the pancreas, duodenum, and other areas of the gastrointestinal tract. Zollinger-Ellison syndrome is not caused by beta cell tumors of the pancreas. Instead, it is associated with gastrinomas, which are neuroendocrine tumors derived from the cells that produce gastrin. Gastrin omas can occur in various locations, including the pancreas, duodenum, and other areas of the gastroi ntestinal tract.",Acute appendicitis,Acute pancreatitis,Acute cholecystitis,Acute hepatitis,C
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,All of the following are features of Zollinger-Ellison syndrome except:,"Correct Option C - Leiomyosarcoma: → Leiomyosarcoma is the most common type of gastric sarcoma. It arises from the smooth muscle cells of the stomach wall. Leiomyosarcomas can be locally invasive and have the potential to metastasize to other organs. They are considered malignant tumors and require appropriate management, including surgery and sometimes chemotherapy. Leiomyosarcoma is the most common type of gastric sarcoma. It arises from the smooth muscle cells o f the stomach wall. Leiomyosarcomas can be locally invasive and have the potential to metastasize to other organs. They are considered malignant tumors and require appropriate management, including s urgery and sometimes chemotherapy.",Intractable peptic ulcers,Severe diarrhea,Arise from beta cell tumors of the pancreas,Very high acid output,C
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,A most common type of gastric sarcoma:,"Correct Option C - Ileocolic: → Ileocolic intussusception is the most common type of intussusception. It involves the invagination of the ileum (small intestine) into the colon (large intestine). This type of intussusception accounts for the majority of cases, particularly in children. Ileocolic intussusception is the most common type of intussusception. It involves the invagination of the ileum (small intestine) into the colon (large intestine). This type of intussusception accounts for the maj ority of cases, particularly in children.",Lipoma,Glomus tumor,Leiomyosarcoma,Leioblastoma,C
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Most common type of intussusception:,"Correct Option A - Mallory-Weiss syndrome: → Mallory-Weiss syndrome is a condition characterized by a tear or laceration in the lining of the junction between the esophagus and the stomach. It is typically caused by excessive vomiting or retching, such as in cases of heavy alcohol consumption or bulimia. The main symptom is upper gastrointestinal bleeding, which can manifest as hematemesis or melena. Given the patient's history of heavy alcohol drinking, multiple episodes of vomiting, and hematemesis, Mallory-Weiss syndrome is a likely diagnosis. Mallory-Weiss syndrome is a condition characterized by a tear or laceration in the lining of the junction between the esophagus and the stomach. It is typically caused by excessive vomiting or retching, such as in cases of heavy alcohol consumption or bulimia. The main symptom is upper gastrointestinal blee ding, which can manifest as hematemesis or melena. Given the patient's history of heavy alcohol drinki ng, multiple episodes of vomiting, and hematemesis, Mallory-Weiss syndrome is a likely diagnosis.",Colocolic,Ileoileal,Ileocolic,Ileal,A
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,A patient after heavy drinking of alcohol presents with multiple episodes of vomiting and hematemesis. The most likely diagnosis could be:,"Correct Option A - Herniotomy: → Herniotomy refers to the surgical procedure performed to repair an inguinal hernia by removing the herniated sac and closing the defect. It is the treatment of choice for inguinal hernia in infants. In this procedure, the surgeon makes an incision in the groin area, reduces the hernia back into the abdominal cavity, and closes the opening or weak spot in the abdominal wall. Herniotomy is a commonly performed procedure in infants with inguinal hernia and has a high success rate. Herniotomy refers to the surgical procedure performed to repair an inguinal hernia by removing the her niated sac and closing the defect. It is the treatment of choice for inguinal hernia in infants. In this proc edure, the surgeon makes an incision in the groin area, reduces the hernia back into the abdominal ca vity, and closes the opening or weak spot in the abdominal wall. Herniotomy is a commonly performed procedure in infants with inguinal hernia and has a high success rate.",Mallory-Weiss syndrome,Esophageal carcinoma,Achalasia cardia,Boerhaave's syndrome,A
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,The treatment of choice for inguinal hernia in infants is:,"Correct Option B - Prostatic carcinoma: → Prostatic carcinoma, or prostate cancer, is a malignant tumor that develops in the prostate gland. Prostate-specific antigen (PSA) is the commonly used marker for prostate cancer, but serum acid 1011 phosphate levels can also be elevated in some cases. Prostatic carcinoma is the correct answer choice for the question. Prostatic carcinoma, or prostate cancer, is a malignant tumor that develops in the prostate gland. Prost ate-specific antigen (PSA) is the commonly used marker for prostate cancer, but serum acid phosphate levels can also be elevated in some cases. Prostatic carcinoma is the correct answer choice for the qu estion.",Herniotomy,Herniorrhaphy,TRUSS,Hernioplasty,B
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Serum acid phosphate is raised in:,"Correct Option C - Chylolymphatic cyst: → A 5-year-old child presents with abdominal swelling, which is typically caused by the presence of a chylolymphatic cyst. → A chylolymphatic cyst is a benign cystic lesion that occurs in the abdomen, often in pediatric patients. → It is characterized by the accumulation of lymphatic fluid and chyle within a cystic structure. → The clinical features described in the question stem to support the diagnosis of a chylolymphatic cyst. → The swelling is fluctuant, which means it feels like it contains fluid. It is soft in consistency, indicating that it is not solid. → The swelling's mobility in a plane perpendicular to the attachment of the mesentery further suggests a cystic lesion. A 5-year-old child presents with abdominal swelling, which is typically caused by the presence of a chylolymphatic cyst. A chylolymphatic cyst is a benign cystic lesion that occurs in the abdomen, often in pediatric patients. It is characterized by the accumulation of lymphatic fluid and chyle within a cystic structure. The clinical features described in the question stem to support the diagnosis of a chylolymphatic cyst. The swelling is fluctuant, which means it feels like it contains fluid. It is soft in consistency, indicating th at it is not solid. The swelling's mobility in a plane perpendicular to the attachment of the mesentery further suggests a cystic lesion. 1012",Osteosarcoma,Prostatic carcinoma,Paget's disease,Hyperparathyroidism,C
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,"What is the probable diagnosis for a 5-year-old child with abdominal swelling, mild discomfort, no pain or vomiting, and a fluctuant soft swelling that moves freely in a plane perpendicular to the mesentery attachment, as seen in the outpatient department?","Correct Option D - Fistula-in-ano: → A fistula-in-ano, or anal fistula, is a chronic abnormal communication, usually lined to some degree by granulation tissue, which runs outwards from the anorectal lumen (the internal opening) to an external opening on the skin of the perineum or buttock (or rarely, in women, to the vagina). → It is usually caused by an infection close to the anus, which results in a collection of pus (abscess) in the surrounding tissue. → When pus drains, it can leave behind a tiny canal. Anal fistulas can cause unpleasant symptoms such as soreness and skin irritation, and they seldom heal on their own. → Surgery is recommended in most cases. A fistula-in-ano, or anal fistula, is a chronic abnormal communication, usually lined to some degree by granulation tissue, which runs outwards from the anorectal lumen (the internal opening) to an external opening on the skin of the perineum or buttock (or rarely, in women, to the vagina). It is usually caused by an infection close to the anus, which results in a collection of pus (abscess) in the surrounding tissue. When pus drains, it can leave behind a tiny canal. Anal fistulas can cause unpleasant symptoms such as soreness and skin irritation, and they seldom heal on their own. Surgery is recommended in most cases.",Peritoneal cyst,Lipoma,Chylolymphatic cyst,Pseudocyst,D
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,All are true about intestinal transplantation except?,"Correct Option B - Angle between SMA and aorta is more than 70 degrees: → Superior mesenteric artery (SMA) syndrome, also known as Wilkie's syndrome, is a rare condition characterized by compression of the third part of the duodenum (not the entire duodenum) between the superior mesenteric artery and the abdominal aorta. However, the angle between the SMA and the aorta is typically less than 20 degrees, not more than 70 degrees as mentioned in option B. Superior mesenteric artery (SMA) syndrome, also known as Wilkie's syndrome, is a rare condition char acterized by compression of the third part of the duodenum (not the entire duodenum) between the sup erior mesenteric artery and the abdominal aorta. However, the angle between the SMA and the aorta is typically less than 20 degrees, not more than 70 degrees as mentioned in option B.",Most of the grafts are multi-visceral grafts.,It is not widely used due to vigorous rejection reactions.,The most dangerous complication is sepsis.,The most common indication is the ischemia,B
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Which of the following statements regarding superior mesenteric artery syndrome is false?,"Correct Option A - Hemorrhage: → The most common immediate complication of splenectomy (removal of the spleen) is hemorrhage, which refers to excessive bleeding. The spleen is a highly vascular organ, and its removal can lead to significant bleeding. Surgeons take precautions to control bleeding during the procedure, but it remains a potential complication. 1020 The most common immediate complication of splenectomy (removal of the spleen) is hemorrhage, whi ch refers to excessive bleeding. The spleen is a highly vascular organ, and its removal can lead to sign ificant bleeding. Surgeons take precautions to control bleeding during the procedure, but it remains a potential complication.",Third part of the duodenum is compressed,Angle between SMA and aorta is more than 70 degrees,Surgical management is by duodenojejunostomy,Also known as Wilkie's Syndrome,A
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,Most common immediate complication of splenectomy:,"Correct Option B - Serology: → Given the clinical presentation of a 6-year-old child with high fever, rigors, pain in the right hypochondrium, tenderness in the right upper quadrant, and anicteric appearance, the most appropriate investigation would be serology. Serological tests can help identify the presence of specific antibodies or antigens in the blood, which can aid in the diagnosis of various infectious diseases. → Serological tests can be used to detect specific pathogens, such as viral or bacterial infections, that may be causing the symptoms. These tests can include antibody tests, antigen tests, or tests for specific biomarkers associated with certain infections.",Hemorrhage,Fistula,Bleeding from gastric mucosa,Pancreatitis,B
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,"A 32-year-old female presented to the OPD with complaints of abdominal pain, diarrhea, and weight loss. On further evaluation, the patient was found to have multiple strictures of small bowel with interspersed areas of normal mucosa in between. Which of the following is false regarding the given condition?","Correct Option D: → In a patient with a four-day history of right iliac fossa pain, the presence of the following signs and symptoms would warrant urgent surgical intervention.",No recurrence after surgery,Aphthous ulcer,Skip lesions,Fistula formation,D
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,"A 30-year-old man visits the outpatient department with concerns of pain in the lower abdomen and rectal bleeding. After conducting additional tests, it is found that the patient has several shallow ulcers in the rectum that extend upwards to involve the entire colon. Upon examination of the tissue samples, it is discovered that only the mucosa and submucosa are affected. Which of the following complications associated with the aforementioned conditions is not harmful?","Correct Option D - Pancreatitis: → Pancreatitis is the most common complication of ERCP. 1024 → Incidence- 4.3% → Although mild, post-ERCP pancreatitis can be severe with extensive pancreatic necrosis. → Risk factors for post-ERCP pancreatitis. Suspected sphincter of Oddi dysfunction Young age Normal bilirubin Prior ERCP-related pancreatitis Difficult cannulation Pancreatic sphincterotomy Balloon dilatation of biliary sphincter. → Suspected sphincter of Oddi dysfunction → Young age → Normal bilirubin → Prior ERCP-related pancreatitis → Difficult cannulation → Pancreatic sphincterotomy → Balloon dilatation of biliary sphincter. → Suspected sphincter of Oddi dysfunction → Young age → Normal bilirubin → Prior ERCP-related pancreatitis → Difficult cannulation → Pancreatic sphincterotomy → Balloon dilatation of biliary sphincter.",Toxic megacolon,Colonic polyp,Colonic obstruction,Massive colonic bleeding,D
Gastroenterology,Gastrointestinal,Gastrointestinal Surgery,A 45-year-old male presents to the emergency department with severe abdominal pain radiating to the back. Laboratory investigations reveal elevated serum amylase and lipase levels. Which of the following should be avoided in the management of the given condition?,Correct Option A - TPN: → Puestow procedure is longitudinal pancreaticojejunostomy. → The most preferred route for supplementary nutrition in chronic pancreatitis following Puestow procedure is TPN. → Post-op care in chronic pancreatitis Nutrition-TPN Fluid and electrolyte management Prevention/control of sepsis; Proper monitoring Octreotide on the table and postoperatively-regular intervals or slow infusion-5 days → Nutrition-TPN → Fluid and electrolyte management → Prevention/control of sepsis; Proper monitoring → Octreotide on the table and postoperatively-regular intervals or slow infusion-5 days → Nutrition-TPN → Fluid and electrolyte management → Prevention/control of sepsis; Proper monitoring → Octreotide on the table and postoperatively-regular intervals or slow infusion-5 days,Nil per oral to avoid pancreatic stimulation,Administration of 5% dextrose,Parenteral nutrition is preferred for 2-3 days over the nil per oral (NPO) approach,Early initiation of oral feedings,A
General Basics,General,General Basics,Side effects of Pituitary irradiation include?,All listed effects are side effects of pituitary irradiation.,Hypopituitarism,Increased risk of cerebrovascular accident,Optic nerve damage,All of the above,D
General Basics,General,General Basics,CORADS-5 is associated with what condition?,CORADS-5 indicates a high likelihood of COVID-19 based on imaging.,CORADS-0 indicates normal lung,CORADS-5 is typical of COVID-19,Pleural thickening is typical of COVID-19,Lobar consolidation is typical of COVID-19,B
General Basics,General,General Basics,Which phase of the cell cycle shows the highest resistance to radiation?,"The S phase, where DNA synthesis occurs, is the most radioresistant phase of the cell cycle.",S phase,M phase,G1 phase,G2 phase,A
General Basics,General,General Basics,What is the cause of the appearance observed in IVP?,"Ureterocele is an abnormality where part of the ureter bulges into the bladder. This can be seen on IVP (Intravenous Pyelogram), which shows the urinary system.",Horseshoe kidney,Ureterocele,Bladder tumor,Posterior urethral valve,B
General Basics,General,General Basics,Which dye is employed for the identification of esophageal perforation during diagnosis?,Gastrografin is a water-soluble contrast medium often used to detect esophageal perforations because it can be safely absorbed by the body if leaked. Barium sulfate is contraindicated in cases of perforation.,Gastrografin,Iohexol,Gadolinium,Barium sulfate,A
General Basics,General,General Basics,"Which of the following is not included in Rigler's triad, as observed in a middle-aged female patient with a past history of cholelithiasis?","Rigler's triad is seen in gallstone ileus and includes pneumobilia, small bowel obstruction, and ectopic gallstones. Large bowel obstruction is not part of this triad.",Pneumobilia,Small bowel obstruction,Ectopic gallstone,Large bowel obstruction,D
General Basics,General,General Basics,What is the nature of the Doppler waveform of venous blood flow in lower limb deep vein thrombosis (DVT)?,"In DVT, the venous blood flow waveform becomes monophasic due to obstruction in venous return, as opposed to the normal phasic flow patterns.",Monophasic,Biphasic,Triphasic,Multiphasic,A
General Microbiology,General,General Microbiology,Which of the following methods is used to sterilize a glass petri dish?,"The hot air oven method at 160°C for 120 minutes is recommended for sterilizing glassware like petri dishes, utilizing dry heat for effective sterilization.",Autoclaving at 121°C for 30-60 minutes,Hot air oven at 160°C for 120 minutes,Autoclaving at 134°C for 3 minutes,Hot air oven at 121°C for 30-60 minutes,B
General Microbiology,General,General Microbiology,Which of the following is an acid-fast organism?,"Mycobacterium avium is an acid-fast bacterium due to the presence of mycolic acids in its cell wall, making it resistant to decolorization with acid-alcohol.",Streptococcus pneumoniae,Escherichia coli,Mycobacterium avium,Actinomyces,C
General Microbiology,General,General Microbiology,The stain used for identifying Cryptococcus is?,"India ink is used for identifying Cryptococcus species by negative staining, highlighting the capsule against a dark background.",Albert's stain,Silver stain,India ink stain,Auramine-rhodamine stain,C
General Microbiology,General,General Microbiology,Which of the following agents can be used as a disinfectant but not as a sanitizer?,"Hydrogen peroxide is an effective disinfectant for inanimate surfaces, producing hydroxyl radicals that disrupt cell components. However, it’s not used as a sanitizer on living tissues.",Hydrogen peroxide,Penicillin,Methyl paraben,Alcohol,A
General Microbiology,General,General Microbiology,"A 3-year-old child presents with fever, loose stools, and blood in the stool. Which enrichment medium is used to isolate the organism from the stool sample?","Selenite F broth enriches for Salmonella and Shigella, common causative agents in dysentery cases involving blood in stool.",Robertson cooked meat broth,Alkaline peptone water,Selenite F broth,Brain heart infusion broth,C
General Microbiology,General,General Microbiology,Which type of microscope can be used to detect the motility of the probable causative organism in a truck driver presenting with painless indurated genital ulcer following unprotected sexual activity?,"Dark-field microscopy is used to observe motile organisms, especially spirochetes like Treponema pallidum, which causes syphilis.",Dark-field microscope,Electron microscope,Light microscope,Fluorescent microscope,A
General Microbiology,General,General Microbiology,E. coli can be grown best in which of the following media?,"MacConkey agar supports the growth of gram-negative bacteria like E. coli by differentiating lactose fermenters, which turn pink due to acid production.",Chocolate agar,Thayer-Martin agar,Sabouraud dextrose agar,MacConkey agar,D
General Microbiology,General,General Microbiology,Which of the following methods is used for xeno-diagnosis?,"Xenodiagnosis involves using a live vector, like Aedes mosquitoes, for amplifying and detecting pathogens like the dengue virus.",Rabbit ileal loop for enterotoxigenic E. coli,Injecting Aedes thorax with blood of a suspected dengue patient,Injecting a hamster with splenic biopsy for Leishmania diagnosis,Intradermal test on guinea pigs for Corynebacterium toxigenicity,B
General Microbiology,General,General Microbiology,A 32-year-old laborer presented with fever and hemoptysis. Which staining sequence should be used for the sputum sample to detect acid-fast bacilli?,"The ZN staining (Carbol fuchsin - acid - methylene blue) is used for Mycobacterium tuberculosis, which appears bright red due to acid-fast properties.",Gentian violet - Iodine - alcohol - safranin,Malachite green - heat - water - safranin,Basic fuchsin - tannic acid - methylene blue,Carbol fuchsin - acid - methylene blue,D
General Microbiology,General,General Microbiology,Match the eggs with the organisms: 1. Hymenolepis nana 2. Ascaris lumbricoides 3. Ancylostoma duodenale 4. Taenia solium,"The correct matching is Hymenolepis nana (c), Ascaris lumbricoides (d), Ancylostoma duodenale (b), Taenia solium (a).","1-d, 2-c, 3-a, 4-b","1-c, 2-d, 3-a, 4-b","1-d, 2-c, 3-b, 4-a","1-c, 2-d, 3-b, 4-a",D
General Microbiology,General,General Microbiology,"Which tests are best for rapid identification of cryptococcal meningitis in an HIV-positive patient with symptoms of fever, vomiting, and meningismus?",Urine lateral flow assay detects cryptococcal antigen quickly and is especially useful in resource-limited settings for diagnosing cryptococcal meningitis.,India ink preparation of CSF,Blood culture,CSF culture,Urine lateral flow assay for cryptococcal antigen,D
General Microbiology,General,General Microbiology,"To identify an infectious agent in a suspected outbreak, which PCR would you perform?","Real-time PCR allows for rapid quantification and is highly specific and sensitive, suitable for identifying infectious agents.",Real-time PCR,Nested PCR,Reverse transcriptase PCR,Multiplex,A
General Microbiology,General,General Microbiology,Which solution is best to clean up spilled blood?,A 1:10 sodium hypochlorite solution is recommended for effective disinfection of blood spills due to its broad-spectrum effectiveness.,1:10 sodium hypochlorite,Isopropyl alcohol,Hydrogen peroxide,1:100 sodium hypochlorite,A
General Microbiology,General,General Microbiology,Which items are sterilized using gamma radiation?,Gamma radiation is effective for sterilizing medical equipment like syringes and catheters without using heat.,"Syringes, needles, and catheters",Contaminated clothes and animal carcasses,Gloves and aprons,Bacterial vaccines and intravenous solutions,A
General Microbiology,General,General Microbiology,When would you use a hand sanitizer in a clinical setting?,"Sanitizers are typically used before and after patient examination and after contact with the patient's environment, but not on open wounds due to possible irritation.","1, 2 & 3 only",1 & 2 only,"1, 2, 3 & 4",3 & 4 only,A
General Microbiology,General,General Microbiology,At what temperature is pasteurization commonly performed?,"The Holder method of pasteurization heats at 63°C for 30 minutes, effective in killing harmful microbes without altering taste.",73°C for 20 minutes,63°C for 30 minutes,72°C for 30 seconds,63°C for 30 seconds,B
General Microbiology,General,General Microbiology,Plasma sterilization involves the use of which of the following?,"Plasma sterilization uses hydrogen peroxide to generate a reactive plasma state, which kills microbes without heat.",Hydrogen peroxide,Ethylene oxide,Gamma rays,UV rays,A
General Microbiology,General,General Microbiology,DNA transfer in bacteria via bacteriophages is called:,"Transduction involves bacteriophages transferring DNA between bacteria, a key mechanism of gene exchange in microbes.",Conjugation,Transduction,Transformation,Translation,B
General Microbiology,General,General Microbiology,In which phase of bacterial growth does sporulation occur?,"Sporulation, along with antibiotic and toxin production, typically occurs during the stationary phase due to nutrient depletion.",Stationary phase,Lag phase,Log phase,Dead phase,A
General Microbiology,General,General Microbiology,The classical complement pathway is activated by which of the following?,"The classical pathway initiates when C1 binds to an antigen-antibody complex, beginning a cascade for immune response.",C1,C3 convertase,Antibody,Antigen-antibody complex,D
General Microbiology,General,General Microbiology,Which of the following is an enrichment medium?,"All these media serve to enrich specific pathogens, such as Vibrio spp. in alkaline peptone water, prior to further selective culturing.",Alkaline peptone water,Monsur's taurocholate tellurite peptone water,Selenite F broth,All of the above,D
General Microbiology,General,General Microbiology,What is the biological indicator for autoclave efficacy?,Bacillus stearothermophilus spores are heat-resistant and used as biological indicators for autoclave sterilization.,Pseudomonas aeruginosa,Clostridium perfringens,Bacillus stearothermophilus,Salmonella typhi,C
General Microbiology,General,General Microbiology,"In ELISA, what is the enzyme conjugate typically?","Enzyme conjugate (II) in ELISA binds to the target antigen or antibody, producing a detectable signal when substrate is added.",I,II,III,IV,B
General Microbiology,General,General Microbiology,Which of the following is considered a high-level disinfectant?,"Glutaraldehyde is effective as a high-level disinfectant, used for equipment that cannot be sterilized by heat.",Isopropyl alcohol,Glutaraldehyde,Iodophores,Phenol,B
